UUID,Title,Author,Language,Description,AI Result
19be16e4-1f15-4fb9-9478-29db838adda1,Samaritan [sound recording] / Richard Price ; produced by Robert Kessler. ,"Price, Richard, 1949-",English,"Ray Mitchell, a former TV writer, has returned to his hometown to reunite with his estranged teenage daughter, Ruby. Eager to contribute to his beleaguered community, Ray begins volunteering as a writing teacher at a local high school. When a brutal assault leaves him hospitalized, Nerese Ammons, a nearly retired detective and lost childhood friend of Ray's, investigates. She discovers, however, that while Ray can identify his attacker, he is unwilling to disclose their identity. Anxious to end her career with fireworks, Nerese continues digging, only to find that Ray made several generous donations to poor acquaintances and recently began a romantic relationship with the wife of an established criminal. While the case looks closed, Nerese continues to find evidence of Ray's troubled past and shortsighted altruism, increasing the number of possible assailants and suggesting Ray's complicity in the crime. ","A brutal attack. A mysterious past. Can a good deed really make you a target? 
"
b59b34f1-8c7f-4468-8508-1b6d738da7cd,Mama and Daddy Bear's divorce / Cornelia Maude Spelman ; illustrated by Kathy Parkinson. ,"Spelman, Cornelia.",English,Dinah Bear feels sad and scared when her parents say they are going to divorce. ,"**Dinah Bear navigates the emotional rollercoaster of divorce. Can this family find their way back to happiness?** 
"
5b65a6c1-55fb-42a4-9cef-313e3befe205,The Standard periodical directory. ,,English,This directory may be used to identify specialized trade journals as possible sources of business information or advertising. ,"Need to target your business?  Find the perfect trade journal in ""The Standard Periodical Directory."" 
"
d7b2fd60-9fa9-4a69-9101-38ee0709393d,Project profiles. ,New Zealand Bilateral Assistance Programme.,English,,"Discover inspiring global initiatives making a real difference with ""Project Profiles."" 
"
36ad86f9-e17f-4fff-ab0b-9d6ed3aa12b8,The Odd egg / Emily Gravett.. ,"Gravett, Emily.",English,,"Duck, duck, twist! ""The Odd Egg"" by Emily Gravett will crack you up. Don't be chicken, borrow it now! 
"
001154f9-9a47-4609-8498-1eaaffaf5f66,How to do your own painting and wallpapering. ,"Hand, Jackson.",English,,"**Ditch the dorm decor! ğŸ¨  Learn to paint and wallpaper like a pro with ""How to do your own painting and wallpapering.""** 
"
36df474d-3e3c-4046-8f13-251ac53a5f3f,The boys : the cinematic world of Laurel and Hardy / by Scott Allen Nollen ; with a foreword by John McCabe. ,"Nollen, Scott Allen.",English,,"Dive into the hilarious world of Laurel and Hardy! ğŸ¬ ""The Boys: The Cinematic World"" reveals the magic behind their iconic comedy duo. 
"
7f60c059-8df6-4a44-878a-3e2f4ebd5cfb,"Hong bi zi de xiao lu / [bian hui, Hua tong ka tong]. çº¢é¼»å­çš„å°é¹¿ / [ç¼–ç»˜, ç”»ç«¥å¡é€š]. ",,Chinese,,"A little deer with a red nose? Uncover the whimsical tale of ""Hong bi zi de xiao lu"" and rediscover the magic of Chinese storytelling. 
"
1e5d774f-26ee-4a3d-af90-bf4326aabab8,The marine aquarium for the home aquarist / by Robert F. O'Connell. ,"O'Connell, Robert Frank.",English,,"Dive into the captivating world of marine aquariums with expert guidance from Robert F. O'Connell. ğŸ  
"
803f5d3c-3e6c-43c5-87ad-0b2177858580,Even Pellerud on coaching & leadership in women's soccer / with Sam Kucey. ,"Pellerud, Even, 1953-",English,"This biography/coaching manual covers the philosophy and methods of one of the world's legendary coaches, Even Pellerud, coach of 1995 Women's World Cup Champion Norway and architect of the meteoric rise of the Canadian Women's National Team. ","**Want to coach like a champion?** Dive into the mind of Even Pellerud, legendary coach of World Cup winners! 
"
10e54be5-7ef8-4fd3-9bca-9f2325636bb0,Kirkland revels / by Victoria Holt. ,"Holt, Victoria, 1906-1993.",English,,"**Uncover the secrets of Kirkland Revels in this captivating tale by Victoria Holt.** 
"
26513036-8292-451c-8977-a9f2df3963c6,All that summer she was mad : Virginia Woolf and her doctors / Stephen Trombley. ,"Trombley, Stephen.",English,,"**Uncover the secrets behind Virginia Woolf's genius and fragility.** 
"
0ab035c5-9b92-4e83-8ea3-8073c5c9b10e,The yellow river cantata  [sound recording] / words by Kiang Weijan ; music by Hsien Hsinghai ; performed by the Central Philharmonic Society ; recitation Wong Tingying;conductor Yen Liang Kun. ,"Hsien, Hsinghai.",Chinese,,"Experience the power of music and poetry! ""The Yellow River Cantata"" will move you with its dramatic performance of China's history.  
"
9f741c4f-06c4-4abd-a024-0e75204c28f9,Gadis rambut panjang / Maria Fransiska. ,"Fransiska, Maria.",Indonesian,,"Unravel the mystery of ""Gadis Rambut Panjang"" - Maria Fransiska's captivating tale. 
"
14808338-c7b7-4b18-a765-ed48efc0d67a,"South Australian toy libraries : a survey, 1976 / compiled, written and edited by students of the South Australian Institute of Technology, Annie C. Dwyer ... [et al.]. ","Dwyer, Annie C.",English,,"**Discover the fascinating world of South Australian toy libraries in 1976!** 
"
cb67ef89-9c05-4576-91ea-9c6612ae1b5f,Yu ren de shi ji / Xing Ying zhu. æ„šäººçš„ä¸–çºª / æå½±è‘—. ,"Xing, Ying, 1912-1967.|æå½±, 1912-1967.",Chinese,,"Step into ""A Fool's Century"" and explore the captivating world crafted by Xing Ying. (Chinese language) 
"
d48e7604-ff9b-4d7f-a90c-ba2b75bb40e1,Qian mu yin xiang / Li zhen sheng bian. é’±ç©†å°è±¡ / ææŒ¯å£°ç¼–. ,,Chinese,,"Explore the fascinating world of Qian Mu through the eyes of others in ""Qian Mu Yin Xiang"" - a collection of impressions sure to intrigue and inspire. 
"
02548498-9d77-4689-8382-0f21bd7f0f15,Fa lan xi duan pian xiao shuo ji / Fu er tai deng zhu ; li qing ya yi. æ³•å…°è¥¿çŸ­ç¯‡å°è¯´é›† / ä¼å°”æ³°ç­‰è‘— ; æé’å´–è¯‘. ,"Li, Qing Ya.|æé’å´–.",English,,"Dive into French literature with this captivating collection of short stories, translated by Li Qing Ya. 
"
42dbc603-7837-44ff-814f-6f14a78db52d,My first Bible stories / [text by Christina Goodings ; illustrations by Stephen Barker]. ,"Goodings, Christina.",English,,"Rediscover the timeless stories of the Bible, beautifully retold in ""My First Bible Stories."" 
"
b20ccfcd-f269-4e0e-8785-d82b034022db,1960s : decades of the 20th century / Nick Yapp. ,"Yapp, Nicholas.",enggerfre,,"Blast back to the groovy 1960s! Explore a decade of change, revolution, and unforgettable music with Nick Yapp's captivating chronicle. 
"
d795cd52-6963-44bd-b504-3569ac66d92d,Slow down-- and get more done / Marshall J. Cook. ,"Cook, Marshall, 1944-",English,,"**Want to achieve more without burning out?  Discover the power of slowing down.** 
"
75892ea0-24a4-47d6-8584-a92db9d91389,Baked from the heart : gifts of love for special occasions / recipes & styling by Stephanie Greenleigh ; photography by Kathryn Kleinman ; conceived & produced by Jennifer Barry Designs. ,"Greenleigh, Stephanie.",English,,"**Sweeten someone's day! ""Baked from the Heart"" has the perfect recipe for every special occasion. Get baking!** 
"
f1b3a280-d497-431b-9317-0ece5ea352e4,"Plant biology : a concise introduction / Ross H. Arnett, Jr., George F. Bazinet, Jr. ","Arnett, Ross H.",English,,"Unravel the mysteries of the plant world with ""Plant Biology: A Concise Introduction"" by Arnett & Bazinet. 
"
69d0f5e8-f094-4263-9288-a1931ba967ec,Essays on financial liberalization in East and Southeast Asia [microform] / by Veerathai Santiprabhob. ,Veerathai Santiprabhob.,English,,"**Unlock the secrets of financial freedom in Asia with Veerathai Santiprabhob's insightful essays.** 
"
820dbe48-1936-4037-9e52-73d5e5524483,Kuai su xue hui shuo Guangdong hua. Dan zi pian / He Jiawen bian zhu. å¿«é€Ÿå­¦ä¼šè¯´å¹¿ä¸œè¯. å•å­—ç¯‡ / ä½•å˜‰æ–‡ç¼–è‘—. ,"He, Jiawen.|ä½•å˜‰æ–‡.",Chinese,,"Want to unlock the secrets of Cantonese?  ""Kuai su xue hui shuo Guangdong hua"" is your fast track to fluency! 
"
6bcbbe27-8034-4c46-a965-4feac166aa4c,Beauty in disarray / Harumi Setouchi ; translated by Sanford Goldstein & Kazuji Ninomiya. ,"Setouchi, Harumi, 1922-",English|Japanese,,"**Dive into the raw and captivating world of ""Beauty in Disarray"" - a Japanese literary masterpiece exploring life's complexities.** 
"
dadff58d-8a00-4772-bad8-c6f3063e191c,Xi you ji ren wu hua zhuan / Liu Huaiyu zhu. è¥¿æ¸¸è®°äººç‰©ç”»ä¼  / åˆ˜æ€€ç‰è‘—. ,"Liu, Huaiyu.|åˆ˜æ€€ç‰.",Chinese,,"Journey to the West like never before! Explore vibrant character portraits in Liu Huaiyu's captivating art book. 
"
8d5589e5-d6ab-4118-8c06-e29add4ac729,Homer's Iliad / retold by VÄ±ÌteÌŒzslav Kocourek ; translated by VladimÄ±Ìr VarÌŒecha ; illustrations by JirÌŒÄ±Ì BeÌŒhounek. ,"Kocourek, ViÌtezslav.",English|cze,,"Epic battles and ancient gods collide in this stunning retelling of Homer's Iliad. 
"
31e2e48d-5eb9-4b40-aaf5-ed20c6756b9f,Chicken soup for the golden soul : heartwarming stories of people 60 and over / [compiled by] Jack Canfield ... [et al.]. ,,English,,"Warm your heart with inspiring stories about life's adventures after 60 - Chicken Soup for the Golden Soul: click to borrow! 
"
abe0981b-454b-4a40-99ad-cf82fc0b73f4,"Shi jian guan li / [Bian zhu zhe], Tim Hindle ; [zhong wen ban yi zhe, lin feng sheng]. æ—¶é—´ç®¡ç† / [ç¼–è‘—è€…], Tim Hindle ; [ä¸­æ–‡ç‰ˆè¯‘è€…, æ—å‡¤ç”Ÿ]. ","Hindle, Tim.",Chinese|English,,"**Conquer your schedule and own your time!**  Learn practical time management skills from Tim Hindle's essential guide. 
"
6f59bba8-23e9-4d03-8306-f79067a6c47a,The hero and the outlaw : building extraordinary brands through the power of archetypes / Margaret Mark and Carol S. Pearson. ,"Mark, Margaret.",English,,"Unleash your inner hero: Discover how legendary brands are built using powerful archetypes. 
"
88cf135e-28f7-470d-8adb-49b1b99e72d3,Swiss graphic design : the origins and growth of an international style 1920-1965 / Richard Hollis. ,"Hollis, Richard.",English,,"**Discover the roots of cool: Swiss design that still shapes the world today.** 
"
9231f6ed-1227-49a6-bf4b-fdb3b8b515ad,Wilma's wicked revenge [sound recording] / by Kaye Umansky. ,"Umansky, Kaye.",English,"It's bad enough having two bossy older sisters. When they're Wicked Queens as well, you're in big trouble. Wilma's too young to be a Wicked Queen herself, but she's got her Grade Three Magic certificate and she's very, very angry. She wants revenge, and has a cunning plan that involves a really soppy girl called Snow Drop or Snow Plow or something. Can Wilma get her revenge? You just wait!. ","Wilma's had enough of her wicked older sisters. Armed with magic and revenge, can she unleash chaos with a hilariously soppy plan? 
"
8b8a5739-ef4d-43dd-9ca3-3371e4628b8d,Exploring earth and life through time / Steven M. Stanley. ,"Stanley, Steven M.",English,,"**Uncover Earth's epic history and the secrets of life's evolution. Explore now!** 
"
e1391615-7563-4449-8b42-c2db65af9429,The outsourcing process : strategies for evaluation and management / Ronan McIvor. ,"McIvor, Ronan, 1968-",English,,"**Nail your outsourcing game!** Learn to evaluate and manage like a pro with ""The Outsourcing Process"" by Ronan McIvor. 
"
dffca614-c1b4-4e70-bce4-31f19b9af6e1,"United States foreign policy for the 1970's : a new strategy for peace : a report by President Richard Nixon to the Congress, February 18, 1970. ","Nixon, Richard M. (Richard Milhous), 1913-",English,,"**Nixon's blueprint for peace or a recipe for disaster? Dive into the 1970s foreign policy debate.** 
"
5fe1e70d-5c0e-4072-82df-ff9fc4ba944c,Pak Lah pemimpin gemilang : jawapan kepada tuduhan 70 dalil / Syeikh Abu Muhammad Iqamuddin. ,"Abu Muhammad Iqamuddin, Syiekh.",Malay,,"Is Pak Lah a brilliant leader or facing 70 accusations? Uncover the truth in ""Pak Lah Pemimpin Gemilang"" by Syeikh Abu Muhammad Iqamuddin. 
"
dbe4a72f-1da9-415f-85e2-feb13a8663c1,Party politics. Vol.2. The growth of parties. ,"Jennings, Ivor, Sir.",English,,"Dive into the power struggles and evolution of political parties in ""Party Politics: The Growth of Parties."" 
"
06ec552f-e5ad-43dc-bf4b-b3ab3e2f3821,Some aspects of semantic structure in standard Thai [microform] / by Thomas Wilson Gething. ,"Gething, Thomas W. (Thomas Wilson), 1939-",English,,"Unlock the secrets of meaning in Thai language! Dive into ""Some aspects of semantic structure in standard Thai"" by Thomas Gething. 
"
986a00fd-5377-425d-a3a5-f53e7fd25aad,The problem of pain / C.S. Lewis. ,"Lewis, C. S. (Clive Staples), 1898-1963.",English,,"C.S. Lewis tackles life's toughest question: If God is good, why do we suffer? 
"
f185323a-50ab-4caa-9d8e-43012c026149,Tennyson : an illustrated life / Norman Page. ,"Page, Norman.",English,,"**Dive into the world of Tennyson with stunning visuals in this captivating illustrated biography.** 
"
11583e20-6ebe-4ce8-b90c-fb9e69a44a58,Apa arti hidup / Hadijah Salim. ,"Salim, Hadiyah.",Indonesian,,"Temukan ""Apa Arti Hidup"" bersama Hadijah Salim dan mulai perjalanan pencarian jati dirimu. 
"
c3b83bbb-93e9-4784-aa26-fa3f18238fbb,Dog days BogotaÌ / Alec Soth. ,"Soth, Alec, 1969-",English,,"Alec Soth captures the soul of BogotÃ¡ through a canine lens. Explore the city's unseen side in *Dog Days BogotÃ¡*. 
"
fcdc7f2b-406e-4085-8aff-0296e1f61ffa,The fate of Hong Kong / Gerald Segal. ,"Segal, Gerald, 1953-",English,,"Hong Kong's future hangs in the balance. Dive into Gerald Segal's insights on its fate. 
"
1b698dcd-76e7-4fff-bdab-2e48029f16d0,California girls! / Ann M. Martin. ,"Martin, Ann M., 1955-",English,,"Sun, secrets, and self-discovery await in California. Dive into Ann M. Martin's latest! 
"
bf529750-5303-4184-b8fc-506da66181af,Systems documentation manual. ,National Computing Centre Limited.,English,,"**Unlock the secrets behind tech!** Dive into the ""Systems Documentation Manual"" and learn how software really works. 
"
3259d5df-b50c-4cc4-bd4b-7f603d5ca831,Communications and national integration in Sundanese villages : implications for communications strategy / by Karl D. Jackson and Johannes Moeliono. ,"Jackson, Karl Dion.",English,,"**Explore how communication shapes communities in rural Indonesia!** 
"
cf74c219-9c65-4a9d-9f43-a1e5a8356f7a,Practical paperwork : policy making & development planning for the primary school library / Kay Harrison & Tricia Adams. ,"Harrison, Kay, 1962-",English,,"**Need help navigating school library policies and planning? This practical guide has you covered.** 
"
030acf35-3495-4a22-bba7-4a27c5924e16,Englebrecht : the South African prisoner who governed Yala / [Wijeysinghe Beligalla ; translated by Amantha Perera and Nazeem Ismail]. ,"Beligalla, Wijeysinghe.",English|snh,,"A South African prisoner ruling a Sri Lankan province? Uncover the captivating story of Englebrecht. 
"
3bc61475-1eeb-4d5a-a6f6-bcedc041aa04,John Ruskin. ,"Quennell, Peter.",English,,"Dive into the world of John Ruskin, the influential art critic who wasn't afraid to challenge the status quo. 
"
74da70c5-632d-4f2d-973b-56a1e6f2b81f,"Toward the development of Philippine national security capability, 1920-1940 [microform] : with special reference to the Commonwealth period, 1935-1940 / by Suzanne Gronemeyer Carpenter. ","Carpenter, Suzanne.",English,,"**Discover how the Philippines built its national security from 1920-1940, a pivotal period leading up to WWII.** 
"
9043fcdc-8a3a-4ba8-b104-e0305b118d0f,One / by Kathryn Otoshi. ,"Otoshi, Kathryn.",English,A number/color book reminding us that it just takes one to make everyone count. ,"**One person can change everything. Discover how in Kathryn Otoshi's powerful color story, ""One.""** 
"
3fa78fd3-2248-4644-b354-75e116190ba8,"PieÌ€ces breÌves = Short pieces : for piano solo, op. 84 / FaureÌ. ","FaureÌ, Gabriel, 1845-1924.",English,,"Dive into FaurÃ©'s world of emotion with ""Short Pieces for Piano"": 13 captivating miniatures to ignite your soul. 
"
181c162b-911e-43be-a618-635bf52b8745,Wodwo. ,"Hughes, Ted, 1930-",English,,"Dive into Ted Hughes' ""Wodwo"" â€“ where poems become portals to wild landscapes and primal emotions. 
"
bbc94c1f-2089-4960-a228-f074a5860bbb,Maze dances : for violin solo (1973) / John McCabe. ,"McCabe, John, 1939-",English,,"**Get lost in the intricate melodies of John McCabe's ""Maze Dances"" for solo violin, a captivating journey for the musically curious.** 
"
fc0b3348-8faa-4641-b9b1-5c3f081e42a8,"Ancient civilizations / Christopher Scarre, Brian M. Fagan. ","Scarre, Christopher.",English,,"**Uncover the secrets of our past. Explore ""Ancient Civilizations"" today!** 
"
b6e39937-4939-466a-b2e9-ee46b9e54d1f,"The benchmarking implementation guide / by H. James Harrington, James S. Harrington. ","Harrington, H. J. (H. James)",English,"This text presents a benchmarking implementation programme that can be applied in various corporate situations. It distinguishes between different types of benchmarking - product, service, process, equipment, and so on - and shows how to employ any types. ","**Unlock the secrets to success with ""The Benchmarking Implementation Guide"" - discover how top companies stay ahead!** 
"
226c561f-0bbd-4965-a91c-557b625a3385,The age of caricature : satirical prints in the reign of George III / by Diana Donald. ,"Donald, Diana.",English,A study of history and satire in cartoons of the late eighteenth century. ,"Unmask 18th-century Britain: Laugh (and cringe) at the savage satire of George III's reign. 
"
bb8a04fd-febc-447d-ba58-e8e381c8fec4,Developing entrepreneurial skills : essential skills for facilitating strategic change and corporate development in SMEs / Tow Khee Kin. ,"Tow, Khee Kin.",English,,"**Want to shake things up and make a difference? Discover the essential skills for entrepreneurial success.** 
"
55b61cde-32e6-4646-9e49-35e366ffa1e9,à®ªà¯†à®°à®¿à®¯ à®ªà¯à®°à®¾à®£à®¤à¯à®¤à®¿à®²à¯ à®µà®°à®²à®¾à®±à¯à®±à¯à®•à¯ à®•à¯‚à®±à¯à®•à®³à¯ [manuscript] : à®“à®°à¯ à®†à®¯à¯à®µà¯ / à®µ. à®šà®®à¯à®ªà®¨à¯à®¤à®®à¯. Periya puraÌ„nÌ£attil varalaÌ„rÌ²rÌ²uk kuÌ„rÌ²ukalÌ£ [manuscript] : oÌ„r aÌ„yvu / Va. Campantam. ,"à®šà®®à¯à®ªà®¨à¯à®¤à®®à¯, à®µ.|Campantam, Va.",Tamil,,"Dive into Tamil history with ""Periya Puranattil Varalarruk Koorugal"" - uncover the historical threads woven within the epic! 
"
1757600e-ccb4-486d-b3b1-cbbb90e19fd5,à®ˆà®´à®¤à¯à®¤à¯ à®¨à®¾à®Ÿà¯à®Ÿà®¾à®°à¯ à®ªà®¾à®Ÿà®²à¯à®•à®³à¯ : à®®à®Ÿà¯à®Ÿà®•à¯à®•à®³à®ªà¯à®ªà¯ à®®à®¾à®µà®Ÿà¯à®Ÿà®®à¯ à®†à®¯à¯à®µà¯à®®à¯ à®®à®¤à®¿à®ªà¯à®ªà¯€à®Ÿà¯à®®à¯ / à®‡. à®ªà®¾à®²à®šà¯à®¨à¯à®¤à®°à®®à¯. Ilattu nattar patalkal : Mattakkalappu mavattam ayvum matippitum / I. Palacuntaram. ,"à®ªà®¾à®²à®šà¯à®¨à¯à®¤à®°à®®à¯, à®‡à®³à¯ˆà®¯à®¤à®®à¯à®ªà®¿.|Palacuntaram, Ilaiyatampi.",Tamil,Critical interpretation of folk songs of Sri Lanka; includes some songs. ,"Dive into the vibrant folk music of Sri Lanka's Eastern Province with this captivating analysis and song collection. 
"
48279287-ff92-4625-91b7-c0b871dd6782,à®šà®®à¯‚à®•à®µà®¿à®¯à®²à¯ à®•à®Ÿà¯à®Ÿà¯à®°à¯ˆà®•à®³à¯ = Essays in sociology / à®…. à®±à¯Šà®ªà®¿à®©à¯à®šà®©à¯. CamuÌ„kaviyal katÌ£tÌ£uraikalÌ£ = Essays in sociology / A. RopinÌ²canÌ². ,"à®±à¯Šà®ªà®¿à®©à¯à®šà®©à¯, à®…. (à®…à®¨à¯à®¤à¯‹à®©à®¿à®®à¯à®¤à¯à®¤à¯)|RÌ²opinÌ²canÌ², A. (AntoÌ„nÌ²imuttu)",Tamil,,"Dive into thought-provoking Tamil essays on society by A. Robinson in ""Essays in Sociology."" 
"
59cdbabc-3a8f-4aec-85fb-742d779a2d0b,"à®šà¯à®µà¯ˆà®¯à®¾à®© à®šà®¿à®•à¯à®•à®©à¯, à®®à®Ÿà¯à®Ÿà®©à¯ à®šà®®à¯ˆà®¯à®²à¯ / à®†à®•à¯à®•à®¿à®¯à¯‹à®°à¯, à®®à®£à®¿à®®à¯‡à®•à®²à¯ˆà®ªà¯ à®ªà®¿à®°à®šà¯à®° à®†à®šà®¿à®°à®¿à®¯à®°à¯ à®•à¯à®´à¯ ; à®ªà®¤à®¿à®ªà¯à®ªà®¾à®šà®¿à®°à®¿à®¯à®°à¯, à®²à¯‡à®©à®¾ à®¤à®®à®¿à®´à¯à®µà®¾à®£à®©à¯. CuvaiyaÌ„nÌ²a cikkanÌ², matÌ£tÌ£anÌ², camaiyal / aÌ„kkiyoÌ„r, ManÌ£imeÌ„kalaip Piracura AÌ„ciriyar KulÌ²u ; patippaÌ„ciriyar, LeÌ„nÌ²aÌ„ TamilÌ²vaÌ„nÌ£anÌ². ",,Tamil,,"Craving delicious chicken & mutton dishes? This cookbook has your next feast covered! ğŸ—ğŸ– 
"
